{'participant':	u'12345'		'response_buttons':	u'DC'		'range_in_instr':	True		'dateStr':	u'05_09_1428'		'autopilot':	False		'exp_id':	u'SNARC'}
12345	SNARC	arabic	DC	down	1	lctrl	0.5146930218									
12345	SNARC	arabic	DC	up	9	num_separator	0.4410560131									
12345	SNARC	arabic	DC	down	3	lctrl	0.592664957									
12345	SNARC	arabic	DC	down	3	lctrl	0.3981971741									
12345	SNARC	arabic	DC	down	3	lctrl	0.3647711277									
12345	SNARC	arabic	DC	down	8	lctrl	0.509665966									
12345	SNARC	arabic	DC	down	1	lctrl	0.552022934									
12345	SNARC	arabic	DC	up	2	num_separator	0.856762886									
12345	SNARC	arabic	DC	down	2	lctrl	0.5580461025									
12345	SNARC	arabic	DC	down	7	lctrl	0.437253952									
12345	SNARC	arabic	DC	up	5	num_separator	0.5503220558									
12345	SNARC	arabic	DC	up	1	num_separator	0.5574469566									
12345	SNARC	arabic	DC	up	1	num_separator	0.4754428864									
12345	SNARC	arabic	DC	down	8	lctrl	0.5145459175									
12345	SNARC	arabic	DC	up	9	num_separator	0.5955889225									
12345	SNARC	arabic	DC	down	6	lctrl	0.4737408161									
12345	SNARC	arabic	DC	up	7	lctrl	0.4354548454									
12345	SNARC	arabic	DC	down	6	lctrl	0.3938229084									
12345	SNARC	arabic	DC	down	9	lctrl	0.4377601147									
12345	SNARC	arabic	DC	down	8	lctrl	0.4346830845									
12345	SNARC	arabic	DC	down	7	lctrl	0.5090529919									
12345	SNARC	arabic	DC	down	9	lctrl	0.5127589703									
12345	SNARC	arabic	DC	down	2	lctrl	0.4391088486									
12345	SNARC	arabic	DC	up	7	num_separator	0.5475800037									
12345	SNARC	arabic	DC	down	8	lctrl	0.433932066									
12345	SNARC	arabic	DC	up	1	num_separator	0.4813730717									
12345	SNARC	arabic	DC	up	8	num_separator	0.5860419273									
12345	SNARC	arabic	DC	up	5	num_separator	0.4030780792									
12345	SNARC	arabic	DC	up	3	num_separator	0.5127971172									
12345	SNARC	arabic	DC	down	2	lctrl	0.619353056									
12345	SNARC	arabic	DC	down	3	lctrl	0.4400000572									
12345	SNARC	arabic	DC	down	8	lctrl	0.3982110024									
12345	SNARC	arabic	DC	down	9	lctrl	0.4035429955									
12345	SNARC	arabic	DC	down	5	lctrl	0.397135973									
12345	SNARC	arabic	DC	up	1	num_separator	0.4798560143									
12345	SNARC	arabic	DC	up	9	num_separator	0.7510349751									
12345	SNARC	arabic	DC	down	6	lctrl	0.557997942									
12345	SNARC	arabic	DC	up	7	num_separator	0.4759800434									
12345	SNARC	arabic	DC	up	6	num_separator	0.4763000011									
12345	SNARC	arabic	DC	down	2	lctrl	0.5493750572									
12345	SNARC	arabic	DC	down	2	lctrl	0.4018621445									
12345	SNARC	arabic	DC	down	8	lctrl	0.5114870071									
12345	SNARC	arabic	DC	up	8	num_separator	0.5151629448									
12345	SNARC	arabic	DC	down	5	lctrl	0.4802160263									
12345	SNARC	arabic	DC	up	4	num_separator	0.5533759594									
12345	SNARC	arabic	DC	up	4	num_separator	0.4581439495									
12345	SNARC	arabic	DC	down	1	lctrl	0.5089869499									
12345	SNARC	arabic	DC	up	7	num_separator	0.6286869049									
12345	SNARC	arabic	DC	up	1	num_separator	0.5533840656									
12345	SNARC	arabic	DC	down	6	lctrl	1.0127398968									
12345	SNARC	arabic	DC	up	9	num_separator	0.6652169228									
12345	SNARC	arabic	DC	down	5	lctrl	0.5159640312									
12345	SNARC	arabic	DC	down	4	lctrl	0.5583379269									
12345	SNARC	arabic	DC	up	9	num_separator	0.7083749771									
12345	SNARC	arabic	DC	down	9	lctrl	0.6666910648									
12345	SNARC	arabic	DC	up	5	num_separator	0.5947918892									
12345	SNARC	arabic	DC	down	1	lctrl	0.5161118507									
12345	SNARC	arabic	DC	down	3	lctrl	0.7131228447									
12345	SNARC	arabic	DC	down	6	lctrl	0.6328549385									
12345	SNARC	arabic	DC	up	5	num_separator	0.6736500263									
12345	SNARC	arabic	DC	up	5	num_separator	0.5899248123									
12345	SNARC	arabic	DC	up	4	num_separator	0.7046740055									
12345	SNARC	arabic	DC	up	9	num_separator	0.5976109505									
12345	SNARC	arabic	DC	down	9	lctrl	0.6735010147									
12345	SNARC	arabic	DC	up	2	num_separator	0.5511870384									
12345	SNARC	arabic	DC	up	7	num_separator	0.4422271252									
12345	SNARC	arabic	DC	down	9	lctrl	0.516602993									
12345	SNARC	arabic	DC	up	6	num_separator	0.4567308426									
12345	SNARC	arabic	DC	up	7	num_separator	0.5192961693									
12345	SNARC	arabic	DC	up	6	num_separator	0.5885858536									
12345	SNARC	arabic	DC	up	3	num_separator	0.3939409256									
12345	SNARC	arabic	DC	up	1	num_separator	0.4381320477									
12345	SNARC	arabic	DC	down	4	lctrl	0.5510449409									
12345	SNARC	arabic	DC	up	2	num_separator	0.5194787979									
12345	SNARC	arabic	DC	down	5	lctrl	0.395455122									
12345	SNARC	arabic	DC	down	3	lctrl	0.9034559727									
12345	SNARC	arabic	DC	up	1	num_separator	0.4802570343									
12345	SNARC	arabic	DC	up	5	num_separator	0.5192430019									
12345	SNARC	arabic	DC	up	2	num_separator	0.4726371765									
12345	SNARC	arabic	DC	up	3	num_separator	0.4729309082									
12345	SNARC	arabic	DC	up	7	num_separator	0.628123045									
12345	SNARC	arabic	DC	down	5	lctrl	0.4367389679									
12345	SNARC	arabic	DC	up	3	num_separator	0.6657710075									
12345	SNARC	arabic	DC	down	7	lctrl	0.6712040901									
12345	SNARC	arabic	DC	down	6	num_separator	0.7424399853									
12345	SNARC	arabic	DC	down	1	lctrl	1.3226959705									
12345	SNARC	arabic	DC	up	8	num_separator	0.3986680508									
12345	SNARC	arabic	DC	up	3	num_separator	0.4427850246									
12345	SNARC	arabic	DC	up	7	num_separator	0.4011180401									
12345	SNARC	arabic	DC	down	6	lctrl	0.5109000206									
12345	SNARC	arabic	DC	down	6	lctrl	0.4371099472									
12345	SNARC	arabic	DC	up	6	num_separator	0.4727721214									
12345	SNARC	arabic	DC	down	9	lctrl	0.4732718468									
12345	SNARC	arabic	DC	down	7	lctrl	0.4363119602									
12345	SNARC	arabic	DC	up	4	num_separator	0.5880131722									
12345	SNARC	arabic	DC	down	8	lctrl	0.5093729496									
12345	SNARC	arabic	DC	down	9	lctrl	0.4744369984									
12345	SNARC	arabic	DC	up	5	num_separator	0.5134460926									
12345	SNARC	arabic	DC	down	3	lctrl	0.3625979424									
12345	SNARC	arabic	DC	down	8	lctrl	0.5192811489									
12345	SNARC	arabic	DC	up	7	num_separator	0.5111529827									
12345	SNARC	arabic	DC	up	2	num_separator	0.4376080036									
12345	SNARC	arabic	DC	up	6	num_separator	0.3960011005									
12345	SNARC	arabic	DC	down	7	num_separator	0.3626749516									
12345	SNARC	arabic	DC	down	1	lctrl	0.3647320271									
12345	SNARC	arabic	DC	up	7	num_separator	0.5096230507									
12345	SNARC	arabic	DC	down	2	lctrl	0.5133850574									
12345	SNARC	arabic	DC	down	6	lctrl	0.5172009468									
12345	SNARC	arabic	DC	up	5	num_separator	0.4704289436									
12345	SNARC	arabic	DC	up	5	num_separator	0.4708108902									
12345	SNARC	arabic	DC	down	2	lctrl	0.5740871429									
12345	SNARC	arabic	DC	down	8	lctrl	0.4803388119									
12345	SNARC	arabic	DC	down	9	lctrl	0.441972971									
12345	SNARC	arabic	DC	up	3	num_separator	0.4776659012									
12345	SNARC	arabic	DC	down	1	lctrl	0.6326839924									
12345	SNARC	arabic	DC	up	5	num_separator	0.4027791023									
12345	SNARC	arabic	DC	up	1	num_separator	0.4351541996									
12345	SNARC	arabic	DC	up	3	num_separator	0.3934099674									
12345	SNARC	arabic	DC	down	4	lctrl	0.5149409771									
12345	SNARC	arabic	DC	up	1	num_separator	0.5186059475									
12345	SNARC	arabic	DC	up	3	num_separator	0.781222105									
12345	SNARC	arabic	DC	up	5	num_separator	0.3984138966									
12345	SNARC	arabic	DC	up	2	num_separator	0.4425001144									
12345	SNARC	arabic	DC	up	6	num_separator	0.4008460045									
12345	SNARC	arabic	DC	down	3	lctrl	0.4718761444									
12345	SNARC	arabic	DC	up	1	num_separator	0.4723258018									
12345	SNARC	arabic	DC	up	5	num_separator	0.5886199474									
12345	SNARC	arabic	DC	down	9	lctrl	0.5099630356									
12345	SNARC	arabic	DC	down	7	lctrl	0.5136978626									
12345	SNARC	arabic	DC	up	6	num_separator	0.5174078941									
12345	SNARC	arabic	DC	up	6	num_separator	0.393458128									
12345	SNARC	arabic	DC	down	3	lctrl	0.4761397839									
12345	SNARC	arabic	DC	up	6	num_separator	0.5151019096									
12345	SNARC	arabic	DC	down	1	lctrl	0.8668379784									
12345	SNARC	arabic	DC	up	3	num_separator	0.4790518284									
12345	SNARC	arabic	DC	down	2	lctrl	0.9433560371									
12345	SNARC	arabic	DC	up	9	num_separator	0.3957400322									
12345	'line'		'participant':	'zsofi'		'dateStr':	'05_09_1400'									
12345	SNARC	dot	DC	up	15	num_separator	1.4481840134									
12345	SNARC	dot	DC	up	10	num_separator	0.7698431015									
12345	SNARC	dot	DC	up	10	num_separator	0.5921158791									
12345	SNARC	dot	DC	up	10	num_separator	0.4361310005									
12345	SNARC	dot	DC	down	45	lctrl	0.6028690338									
12345	SNARC	dot	DC	down	35	lctrl	0.5780820847									
12345	SNARC	dot	DC	up	40	num_separator	0.5372390747									
12345	SNARC	dot	DC	down	25	lctrl	0.506551981									
12345	SNARC	dot	DC	down	25	lctrl	0.5758261681									
12345	SNARC	dot	DC	down	40	lctrl	0.5737640858									
12345	SNARC	dot	DC	up	45	num_separator	0.8052330017									
12345	SNARC	dot	DC	up	25	num_separator	0.4257559776									
12345	SNARC	dot	DC	down	40	lctrl	0.5766890049									
12345	SNARC	dot	DC	down	5	lctrl	0.3945910931									
12345	SNARC	dot	DC	up	45	num_separator	0.5310869217									
12345	SNARC	dot	DC	down	10	lctrl	0.3953249455									
12345	SNARC	dot	DC	up	45	num_separator	0.6090800762									
12345	SNARC	dot	DC	up	40	num_separator	0.4543800354									
12345	SNARC	dot	DC	down	25	lctrl	1.0473539829									
12345	SNARC	dot	DC	up	25	num_separator	1.3874518871									
12345	SNARC	dot	DC	down	35	lctrl	0.3810329437									
12345	SNARC	dot	DC	down	20	lctrl	0.5520391464									
12345	SNARC	dot	DC	down	5	lctrl	0.3657319546									
12345	SNARC	dot	DC	up	25	num_separator	0.7316198349									
12345	SNARC	dot	DC	down	10	lctrl	0.460091114									
12345	SNARC	dot	DC	up	30	num_separator	0.5377259254									
12345	SNARC	dot	DC	up	45	num_separator	0.4944508076									
12345	SNARC	dot	DC	down	10	lctrl	0.4326558113									
12345	SNARC	dot	DC	up	20	num_separator	0.4405140877									
12345	SNARC	dot	DC	up	5	num_separator	0.5157699585									
12345	SNARC	dot	DC	up	35	num_separator	0.3908720016									
12345	SNARC	dot	DC	down	40	lctrl	0.4231021404									
12345	SNARC	dot	DC	down	10	lctrl	0.3940470219									
12345	SNARC	dot	DC	down	35	lctrl	0.4253900051									
12345	SNARC	dot	DC	up	10	num_separator	0.4736440182									
12345	SNARC	dot	DC	down	10	lctrl	0.3579809666									
12345	SNARC	dot	DC	down	5	lctrl	0.4482419491									
12345	SNARC	dot	DC	up	15	num_separator	0.3569030762									
12345	SNARC	dot	DC	up	5	num_separator	0.4341681004									
12345	SNARC	dot	DC	up	25	num_separator	0.420167923									
12345	SNARC	dot	DC	down	30	lctrl	0.4290940762									
12345	SNARC	dot	DC	down	30	lctrl	0.4213409424									
12345	SNARC	dot	DC	down	45	lctrl	0.3795070648									
12345	SNARC	dot	DC	up	25	num_separator	0.4877719879									
12345	SNARC	dot	DC	up	5	num_separator	0.3712730408									
12345	SNARC	dot	DC	down	40	lctrl	0.4163620472									
12345	SNARC	dot	DC	up	45	num_separator	0.4076240063									
12345	SNARC	dot	DC	up	45	num_separator	0.4560060501									
12345	SNARC	dot	DC	up	30	num_separator	0.6228430271									
12345	SNARC	dot	DC	down	10	lctrl	0.8956880569									
12345	SNARC	dot	DC	up	20	num_separator	0.4715898037									
12345	SNARC	dot	DC	up	40	num_separator	0.4084420204									
12345	SNARC	dot	DC	up	20	num_separator	0.3633821011									
12345	SNARC	dot	DC	down	20	lctrl	0.3925769329									
12345	SNARC	dot	DC	down	35	lctrl	0.4255371094									
12345	SNARC	dot	DC	up	15	num_separator	0.4342768192									
12345	SNARC	dot	DC	up	40	num_separator	0.379876852									
12345	SNARC	dot	DC	up	35	num_separator	0.4248850346									
12345	SNARC	dot	DC	down	45	lctrl	0.680824995									
12345	SNARC	dot	DC	down	35	lctrl	0.3911178112									
12345	SNARC	dot	DC	up	5	num_separator	0.408246994									
12345	SNARC	dot	DC	down	15	lctrl	0.4027221203									
12345	SNARC	dot	DC	up	5	num_separator	0.4459450245									
12345	SNARC	dot	DC	up	45	num_separator	0.485820055									
12345	SNARC	dot	DC	down	10	lctrl	1.157323122									
12345	SNARC	dot	DC	up	20	num_separator	0.7450451851									
12345	SNARC	dot	DC	up	25	num_separator	0.8119199276									
12345	SNARC	dot	DC	down	25	lctrl	0.5235259533									
12345	SNARC	dot	DC	down	15	lctrl	1.1341738701									
12345	SNARC	dot	DC	up	20	num_separator	0.5135128498									
12345	SNARC	dot	DC	up	35	num_separator	0.4281251431									
12345	SNARC	dot	DC	down	40	lctrl	0.6525850296									
12345	SNARC	dot	DC	down	20	lctrl	0.5922992229									
12345	SNARC	dot	DC	down	15	lctrl	0.4373660088									
12345	SNARC	dot	DC	down	20	lctrl	0.7426991463									
12345	SNARC	dot	DC	down	35	lctrl	0.5002110004									
12345	SNARC	dot	DC	down	20	lctrl	0.5147571564									
12345	SNARC	dot	DC	down	5	lctrl	0.4760799408									
12345	SNARC	dot	DC	down	40	lctrl	0.3865311146									
12345	SNARC	dot	DC	up	35	num_separator	0.5742781162									
12345	SNARC	dot	DC	up	20	num_separator	0.5570869446									
12345	SNARC	dot	DC	up	35	num_separator	0.3868260384									
12345	SNARC	dot	DC	up	35	num_separator	0.3914029598									
12345	SNARC	dot	DC	up	10	num_separator	0.3203070164									
12345	SNARC	dot	DC	up	40	num_separator	0.3836019039									
12345	SNARC	dot	DC	down	30	lctrl	0.4285788536									
12345	SNARC	dot	DC	down	40	lctrl	0.3860900402									
12345	SNARC	dot	DC	down	25	lctrl	0.4308331013									
12345	SNARC	dot	DC	up	5	num_separator	0.4782991409									
12345	SNARC	dot	DC	up	15	num_separator	0.4013130665									
12345	SNARC	dot	DC	down	5	lctrl	0.6766409874									
12345	SNARC	dot	DC	up	15	num_separator	0.5542290211									
12345	SNARC	dot	DC	down	45	lctrl	0.5655457973									
12345	SNARC	dot	DC	up	45	num_separator	0.4095528126									
12345	SNARC	dot	DC	up	15	num_separator	0.4418990612									
12345	SNARC	dot	DC	up	15	num_separator	0.3616240025									
12345	SNARC	dot	DC	down	15	lctrl	0.4013700485									
12345	SNARC	dot	DC	up	35	num_separator	0.5000810623									
12345	SNARC	dot	DC	down	20	lctrl	0.4630041122									
12345	SNARC	dot	DC	down	20	lctrl	0.668309927									
12345	SNARC	dot	DC	up	25	num_separator	0.5081760883									
12345	SNARC	dot	DC	down	30	lctrl	0.538766861									
12345	SNARC	dot	DC	up	5	num_separator	0.4416751862									
12345	SNARC	dot	DC	down	5	lctrl	1.2761769295									
12345	SNARC	dot	DC	up	5	num_separator	0.4377770424									
12345	SNARC	dot	DC	up	45	num_separator	0.3981239796									
12345	SNARC	dot	DC	down	5	lctrl	1.0609409809									
12345	SNARC	dot	DC	up	20	num_separator	1.2455029488									
12345	SNARC	dot	DC	down	10	lctrl	0.5862190723									
12345	SNARC	dot	DC	down	10	lctrl	0.5146780014									
12345	SNARC	dot	DC	down	5	lctrl	0.4024038315									
12345	SNARC	dot	DC	up	35	num_separator	0.4228041172									
12345	SNARC	dot	DC	down	40	lctrl	0.5735919476									
12345	SNARC	dot	DC	up	10	num_separator	0.5193829536									
12345	SNARC	dot	DC	up	25	num_separator	0.4222509861									
12345	SNARC	dot	DC	up	45	num_separator	0.41918993									
12345	SNARC	dot	DC	down	35	lctrl	0.5430920124									
12345	SNARC	dot	DC	up	15	num_separator	0.4349730015									
12345	SNARC	dot	DC	down	5	lctrl	0.5866408348									
12345	SNARC	dot	DC	up	5	num_separator	0.4292929173									
12345	SNARC	dot	DC	down	10	lctrl	0.5538361073									
12345	SNARC	dot	DC	down	20	lctrl	0.5098390579									
12345	SNARC	dot	DC	up	15	num_separator	0.4369900227									
12345	SNARC	dot	DC	down	15	lctrl	0.4727461338									
12345	SNARC	dot	DC	down	30	lctrl	0.6112620831									
12345	SNARC	dot	DC	up	20	num_separator	0.4694957733									
12345	SNARC	dot	DC	up	20	num_separator	0.6245670319									
12345	SNARC	dot	DC	down	20	lctrl	0.5879421234									
12345	SNARC	dot	DC	down	10	lctrl	0.6648619175									
12345	SNARC	dot	DC	down	30	lctrl	0.4651489258									
12345	SNARC	dot	DC	down	10	lctrl	0.4773709774									
12345	SNARC	dot	DC	down	40	lctrl	0.464977026									
12345	SNARC	dot	DC	up	40	num_separator	0.4521448612									
12345	SNARC	dot	DC	down	20	lctrl	0.4761309624									
12345	SNARC	dot	DC	up	35	num_separator	0.8125948906									
12345	SNARC	dot	DC	up	45	num_separator	1.1837220192									
12345	SNARC	dot	DC	up	45	num_separator	0.8800718784									
12345	SNARC	dot	DC	up	30	num_separator	0.9327259064									
12345	SNARC	dot	DC	up	10	num_separator	0.7836480141									
12345	SNARC	dot	DC	down	20	lctrl	0.7092168331									
12345	SNARC	dot	DC	up	30	num_separator	0.8067691326									
12345	SNARC	dot	DC	up	10	num_separator	0.6711010933									
12345	SNARC	dot	DC	down	10	lctrl	0.7807779312									
12345	SNARC	dot	DC	up	45	num_separator	0.7997181416									
12345	SNARC	dot	DC	up	25	num_separator	0.458906889									
12345	SNARC	dot	DC	down	45	lctrl	0.8728461266									
12345	SNARC	dot	DC	up	30	num_separator	0.6548140049									
12345	SNARC	dot	DC	up	25	num_separator	0.544271946									
12345	SNARC	dot	DC	down	30	lctrl	0.5009880066									
12345	SNARC	dot	DC	down	10	lctrl	0.7097780705									
12345	SNARC	dot	DC	up	10	num_separator	0.552120924									
12345	SNARC	dot	DC	down	15	lctrl	0.4314799309									
12345	SNARC	dot	DC	down	40	lctrl	0.5049099922									
12345	SNARC	dot	DC	down	10	lctrl	0.4321241379									
12345	SNARC	dot	DC	down	15	lctrl	0.3626949787									
12345	SNARC	dot	DC	up	10	num_separator	0.7403202057									
12345	SNARC	dot	DC	down	30	lctrl	0.6516211033									
12345	SNARC	dot	DC	down	40	lctrl	0.3854401112									
12345	SNARC	dot	DC	down	30	lctrl	0.5030589104									
12345	SNARC	dot	DC	down	30	lctrl	0.4293909073									
12345	SNARC	dot	DC	up	15	num_separator	0.4767370224									
12345	SNARC	dot	DC	down	45	lctrl	0.4489428997									
12345	SNARC	dot	DC	down	30	lctrl	0.3836860657									
12345	SNARC	dot	DC	down	15	lctrl	0.3622338772									
12345	SNARC	dot	DC	up	30	num_separator	0.4295580387									
12345	SNARC	dot	DC	down	5	lctrl	0.3609428406									
12345	SNARC	dot	DC	up	20	num_separator	0.3620910645									
12345	SNARC	dot	DC	up	30	num_separator	0.5078179836									
12345	SNARC	dot	DC	up	20	num_separator	0.3947088718									
12345	SNARC	dot	DC	down	10	lctrl	0.4396500587									
12345	SNARC	dot	DC	up	40	num_separator	0.4625759125									
12345	SNARC	dot	DC	up	25	num_separator	0.4251170158									
12345	SNARC	dot	DC	down	15	lctrl	0.7045609951									
12345	SNARC	dot	DC	down	35	lctrl	0.5073339939									
12345	SNARC	dot	DC	up	35	num_separator	0.5388109684									
12345	SNARC	dot	DC	up	25	num_separator	0.4167909622									
12345	SNARC	dot	DC	down	5	lctrl	0.3709859848									
12345	SNARC	dot	DC	up	15	num_separator	0.4393520355									
12345	SNARC	dot	DC	up	20	num_separator	0.4740810394									
12345	SNARC	dot	DC	down	25	lctrl	0.5022509098									
12345	SNARC	dot	DC	up	30	num_separator	0.7379639149									
12345	SNARC	dot	DC	up	35	num_separator	0.7762050629									
12345	SNARC	dot	DC	up	30	num_separator	0.4211270809									
12345	SNARC	dot	DC	down	30	lctrl	0.5413081646									
12345	SNARC	dot	DC	up	45	num_separator	0.524848938									
12345	SNARC	dot	DC	down	5	lctrl	0.5555148125									
12345	SNARC	dot	DC	down	20	lctrl	0.4340291023									
12345	SNARC	dot	DC	down	5	lctrl	0.4040608406									
12345	SNARC	dot	DC	up	40	num_separator	0.4631330967									
12345	SNARC	dot	DC	up	5	num_separator	0.4096589088									
12345	SNARC	dot	DC	up	40	num_separator	0.4688658714									
12345	SNARC	dot	DC	down	30	lctrl	0.6129970551									
12345	SNARC	dot	DC	up	40	num_separator	0.5754630566									
12345	SNARC	dot	DC	up	15	num_separator	0.5481741428									
12345	SNARC	dot	DC	down	10	lctrl	0.6712059975									
12345	SNARC	dot	DC	up	30	num_separator	0.5371258259									
12345	SNARC	dot	DC	up	40	num_separator	0.4937410355									
12345	SNARC	dot	DC	down	15	lctrl	0.5092828274									
12345	SNARC	dot	DC	up	5	num_separator	0.4465532303									
12345	SNARC	dot	DC	up	25	num_separator	0.4208869934									
12345	SNARC	dot	DC	down	20	lctrl	0.4792740345									
12345	SNARC	dot	DC	up	5	num_separator	0.5918030739									
12345	SNARC	dot	DC	down	5	lctrl	0.4466559887									
12345	SNARC	dot	DC	up	40	num_separator	0.3814029694									
12345	SNARC	dot	DC	down	15	lctrl	0.3607509136									
12345	SNARC	dot	DC	down	10	lctrl	0.3968048096									
12345	SNARC	dot	DC	up	35	num_separator	0.3508620262									
12345	SNARC	dot	DC	up	40	num_separator	0.3797340393									
12345	SNARC	dot	DC	up	25	num_separator	0.3473250866									
12345	SNARC	dot	DC	down	30	lctrl	0.3879840374									
12345	SNARC	dot	DC	up	25	num_separator	0.3427979946									
12345	SNARC	dot	DC	down	30	lctrl	0.3834588528									
12345	SNARC	dot	DC	down	45	lctrl	0.4157049656									
12345	SNARC	dot	DC	up	40	num_separator	0.3462219238									
12345	SNARC	dot	DC	up	40	num_separator	0.34821105									
12345	SNARC	dot	DC	down	5	lctrl	0.3629012108									
12345	SNARC	dot	DC	up	25	num_separator	0.2757480145									
12345	SNARC	dot	DC	down	35	lctrl	0.2709829807									
12345	SNARC	dot	DC	down	10	num_separator	0.2779650688									
12345	SNARC	dot	DC	down	20	lctrl	0.5161368847									
12345	SNARC	dot	DC	up	25	num_separator	0.3424611092									
12345	SNARC	dot	DC	down	30	lctrl	0.4604380131									
12345	SNARC	dot	DC	down	45	lctrl	0.4876711369									
12345	SNARC	dot	DC	up	20	num_separator	0.3981151581									
12345	SNARC	dot	DC	up	40	num_separator	0.3411169052									
12345	SNARC	dot	DC	down	35	lctrl	0.4214029312									
12345	SNARC	dot	DC	up	20	num_separator	0.4278869629									
12345	SNARC	dot	DC	up	25	num_separator	0.4257159233									
12345	SNARC	dot	DC	up	5	num_separator	0.3680510521									
12345	SNARC	dot	DC	up	5	num_separator	0.3569939137									
12345	SNARC	dot	DC	up	35	num_separator	0.3479571342									
12345	SNARC	dot	DC	up	35	num_separator	0.297314167									
12345	SNARC	dot	DC	up	40	num_separator	0.346380949									
12345	SNARC	dot	DC	up	20	num_separator	0.3988158703									
12345	SNARC	dot	DC	down	25	lctrl	0.5362079144									
12345	SNARC	dot	DC	down	25	lctrl	0.5819180012									
12345	SNARC	dot	DC	up	15	num_separator	0.6311049461									
12345	SNARC	dot	DC	down	30	lctrl	0.6213479042									
12345	SNARC	dot	DC	up	40	num_separator	0.5065498352									
12345	SNARC	dot	DC	up	35	num_separator	0.4607038498									
12345	SNARC	dot	DC	down	45	lctrl	0.4492840767									
12345	SNARC	dot	DC	down	30	lctrl	0.422670126									
12345	SNARC	dot	DC	down	15	lctrl	0.3927960396									
12345	SNARC	dot	DC	down	15	lctrl	0.3594119549									
12345	SNARC	dot	DC	up	40	num_separator	0.4647519588									
12345	SNARC	dot	DC	up	10	num_separator	0.3618190289									
12345	SNARC	dot	DC	up	35	num_separator	0.4670991898									
12345	SNARC	dot	DC	up	20	num_separator	0.4019510746									
12345	SNARC	dot	DC	down	45	lctrl	0.5275108814									
12345	SNARC	dot	DC	down	30	lctrl	0.5462989807									
12345	SNARC	dot	DC	up	15	num_separator	0.578895092									
12345	SNARC	dot	DC	up	25	num_separator	0.5002949238									
12345	SNARC	dot	DC	down	10	lctrl	0.4770960808									
12345	SNARC	dot	DC	down	30	lctrl	0.3495800495									
12345	SNARC	dot	DC	up	25	num_separator	1.047711134									
12345	SNARC	dot	DC	down	20	lctrl	1.0506839752									
12345	SNARC	dot	DC	up	10	num_separator	0.5140328407									
12345	SNARC	dot	DC	down	45	lctrl	0.4940271378									
12345	SNARC	dot	DC	down	15	lctrl	0.5484039783									
12345	SNARC	dot	DC	up	45	num_separator	0.7636990547									
12345	SNARC	dot	DC	down	45	lctrl	0.5239701271									
12345	SNARC	dot	DC	down	45	lctrl	0.8787379265									
12345	SNARC	dot	DC	up	20	num_separator	0.4783098698									
12345	SNARC	dot	DC	up	25	num_separator	0.583698988									
12345	SNARC	dot	DC	down	5	lctrl	0.5168499947									
12345	SNARC	dot	DC	up	40	num_separator	0.4961249828									
12345	SNARC	dot	DC	up	45	num_separator	0.4502880573									
12345	SNARC	dot	DC	down	30	lctrl	0.385185957									
12345	SNARC	dot	DC	up	35	num_separator	0.582901001									
12345	SNARC	dot	DC	down	5	lctrl	1.1355929375									
12345	SNARC	dot	DC	up	10	num_separator	1.2117340565									
12345	SNARC	dot	DC	down	10	lctrl	0.8575351238									
12345	SNARC	dot	DC	up	40	num_separator	0.3914289474									
12345	SNARC	dot	DC	up	15	num_separator	0.3976228237									
12345	SNARC	dot	DC	up	15	num_separator	0.3643329144									
12345	SNARC	dot	DC	up	20	num_separator	0.3537271023									
12345	SNARC	dot	DC	up	35	num_separator	0.3447780609									
12345	SNARC	dot	DC	up	20	num_separator	0.3576848507									
12345	SNARC	dot	DC	up	5	num_separator	0.3839268684									
12345	SNARC	dot	DC	up	15	num_separator	0.3632929325									
12345	SNARC	dot	DC	down	40	lctrl	0.4298238754									
12345	SNARC	dot	DC	up	25	num_separator	0.3890562058									
12345	SNARC	dot	DC	down	5	lctrl	0.3621029854									
12345	SNARC	dot	DC	down	10	lctrl	0.5581700802									
12345	SNARC	dot	DC	up	30	num_separator	0.3869569302									
12345	SNARC	dot	DC	down	15	lctrl	0.558713913									
12345	SNARC	dot	DC	down	35	lshift	0.6129200459									
12345	SNARC	dot	DC	up	20	num_separator	0.5097739697									
12345	SNARC	dot	DC	up	15	num_separator	0.4370629787									
12345	SNARC	dot	DC	down	25	lctrl	0.6155641079									
12345	SNARC	dot	DC	up	15	num_separator	0.3973679543									
12345	SNARC	dot	DC	down	25	lctrl	0.5069510937									
12345	SNARC	dot	DC	up	30	num_separator	0.6534969807									
12345	SNARC	dot	DC	down	45	lctrl	0.3764379025									
12345	SNARC	dot	DC	down	5	lctrl	0.443292141									
12345	SNARC	dot	DC	up	30	num_separator	0.4160690308									
12345	SNARC	dot	DC	up	25	num_separator	0.5794391632									
12345	SNARC	dot	DC	up	45	num_separator	0.4116830826									
12345	SNARC	dot	DC	up	40	num_separator	0.4195611477									
12345	SNARC	dot	DC	down	45	lctrl	0.5333278179									
12345	SNARC	dot	DC	down	45	lctrl	0.7219221592									
12345	SNARC	dot	DC	up	5	num_separator	0.5912370682									
12345	SNARC	dot	DC	up	35	num_separator	0.6555042267									
12345	SNARC	dot	DC	down	5	lctrl	0.5907859802									
12345	SNARC	dot	DC	down	30	lctrl	1.0415818691									
12345	SNARC	dot	DC	up	10	num_separator	0.5801241398									
12345	SNARC	dot	DC	up	15	num_separator	0.6679618359									
