{'participant':	u'jonasn'		'response_buttons':	u'CD'		'range_in_instr':	True		'dateStr':	u'05_09_1331'		'autopilot':	False		'exp_id':	u'SNARC'}
jonasn	SNARC	dot	DC	down	30	lctrl	0.4267771244									
jonasn	SNARC	dot	DC	down	10	lctrl	0.3967971802									
jonasn	SNARC	dot	DC	up	40	num_separator	0.3121678829									
jonasn	SNARC	dot	DC	up	30	num_separator	0.3890490532									
jonasn	SNARC	dot	DC	down	10	lctrl	0.3558089733									
jonasn	SNARC	dot	DC	up	25	num_separator	0.4874310493									
jonasn	SNARC	dot	DC	down	35	lctrl	0.3869800568									
jonasn	SNARC	dot	DC	down	45	lctrl	0.3757510185									
jonasn	SNARC	dot	DC	down	45	lctrl	0.5194039345									
jonasn	SNARC	dot	DC	up	30	num_separator	0.3406250477									
jonasn	SNARC	dot	DC	up	40	num_separator	0.4188520908									
jonasn	SNARC	dot	DC	up	10	num_separator	0.4015979767									
jonasn	SNARC	dot	DC	up	45	num_separator	0.4102540016									
jonasn	SNARC	dot	DC	up	10	num_separator	0.3652720451									
jonasn	SNARC	dot	DC	up	15	num_separator	0.3554990292									
jonasn	SNARC	dot	DC	down	20	lctrl	0.5113608837									
jonasn	SNARC	dot	DC	up	35	num_separator	0.425850153									
jonasn	SNARC	dot	DC	up	45	num_separator	0.3345758915									
jonasn	SNARC	dot	DC	up	15	num_separator	0.4374089241									
jonasn	SNARC	dot	DC	down	40	lctrl	0.3831839561									
jonasn	SNARC	dot	DC	up	45	lctrl	0.3388772011									
jonasn	SNARC	dot	DC	up	45	num_separator	0.4954612255									
jonasn	SNARC	dot	DC	down	25	lctrl	0.3444998264									
jonasn	SNARC	dot	DC	up	5	num_separator	0.562484026									
jonasn	SNARC	dot	DC	down	35	lctrl	0.5072691441									
jonasn	SNARC	dot	DC	up	10	num_separator	0.5118899345									
jonasn	SNARC	dot	DC	up	25	num_separator	0.3878319263									
jonasn	SNARC	dot	DC	up	20	num_separator	0.3536510468									
jonasn	SNARC	dot	DC	up	15	num_separator	0.356511116									
jonasn	SNARC	dot	DC	down	40	lctrl	0.4101631641									
jonasn	SNARC	dot	DC	down	30	lctrl	0.4582607746									
jonasn	SNARC	dot	DC	up	35	num_separator	0.4586570263									
jonasn	SNARC	dot	DC	up	40	num_separator	0.3421449661									
jonasn	SNARC	dot	DC	up	25	num_separator	0.3835849762									
jonasn	SNARC	dot	DC	up	40	num_separator	0.3494141102									
jonasn	SNARC	dot	DC	down	35	lctrl	0.351457119									
jonasn	SNARC	dot	DC	up	30	num_separator	0.3424069881									
jonasn	SNARC	dot	DC	down	25	lctrl	0.4216930866									
jonasn	SNARC	dot	DC	up	40	num_separator	0.3908498287									
jonasn	SNARC	dot	DC	up	15	num_separator	0.5904269218									
jonasn	SNARC	dot	DC	down	25	lctrl	0.4226469994									
jonasn	SNARC	dot	DC	up	40	num_separator	0.6506888866									
jonasn	SNARC	dot	DC	up	10	num_separator	0.3593761921									
jonasn	SNARC	dot	DC	down	15	lctrl	0.3227379322									
jonasn	SNARC	dot	DC	down	45	lctrl	0.4136309624									
jonasn	SNARC	dot	DC	up	25	num_separator	0.2676730156									
jonasn	SNARC	dot	DC	up	40	num_separator	0.2886440754									
jonasn	SNARC	dot	DC	down	15	lctrl	0.244451046									
jonasn	SNARC	dot	DC	down	30	lctrl	0.2369101048									
jonasn	SNARC	dot	DC	up	25	num_separator	0.3316328526									
jonasn	SNARC	dot	DC	down	30	lctrl	0.3453400135									
jonasn	SNARC	dot	DC	up	15	num_separator	0.2817320824									
jonasn	SNARC	dot	DC	down	35	lctrl	0.2265110016									
jonasn	SNARC	dot	DC	down	35	lctrl	0.4235548973									
jonasn	SNARC	dot	DC	down	5	lctrl	0.3271620274									
jonasn	SNARC	dot	DC	up	35	num_separator	0.3524448872									
jonasn	SNARC	dot	DC	up	15	num_separator	0.3167068958									
jonasn	SNARC	dot	DC	up	45	num_separator	0.3558959961									
jonasn	SNARC	dot	DC	down	35	lctrl	0.3461899757									
jonasn	SNARC	dot	DC	down	5	lctrl	0.3708460331									
jonasn	SNARC	dot	DC	up	20	num_separator	0.4382281303									
jonasn	SNARC	dot	DC	down	40	num_separator	0.3460161686									
jonasn	SNARC	dot	DC	down	10	lctrl	0.4766530991									
jonasn	SNARC	dot	DC	down	35	lctrl	0.3870940208									
jonasn	SNARC	dot	DC	down	40	lctrl	0.3372898102									
jonasn	SNARC	dot	DC	down	45	lctrl	0.3787209988									
jonasn	SNARC	dot	DC	down	35	lctrl	0.3453130722									
jonasn	SNARC	dot	DC	up	40	num_separator	0.3851089478									
jonasn	SNARC	dot	DC	up	20	num_separator	0.4665291309									
jonasn	SNARC	dot	DC	down	15	lctrl	0.324712038									
jonasn	SNARC	dot	DC	up	30	num_separator	0.388851881									
jonasn	SNARC	dot	DC	up	45	num_separator	0.4092941284									
jonasn	SNARC	dot	DC	down	30	lctrl	0.3524661064									
jonasn	SNARC	dot	DC	down	30	lctrl	0.5746400356									
jonasn	SNARC	dot	DC	down	25	lctrl	0.5851149559									
jonasn	SNARC	dot	DC	down	10	lctrl	0.3246951103									
jonasn	SNARC	dot	DC	down	10	lctrl	0.4006969929									
jonasn	SNARC	dot	DC	down	20	lctrl	0.4320020676									
jonasn	SNARC	dot	DC	up	30	num_separator	0.5456922054									
jonasn	SNARC	dot	DC	down	40	lctrl	0.3081650734									
jonasn	SNARC	dot	DC	down	25	lctrl	0.4235088825									
jonasn	SNARC	dot	DC	down	45	lctrl	0.331193924									
jonasn	SNARC	dot	DC	down	10	lctrl	0.3567540646									
jonasn	SNARC	dot	DC	down	45	lctrl	0.3738081455									
jonasn	SNARC	dot	DC	down	35	lctrl	1.1246800423									
jonasn	SNARC	dot	DC	down	15	lctrl	0.4787859917									
jonasn	SNARC	dot	DC	up	5	num_separator	0.4791109562									
jonasn	SNARC	dot	DC	up	40	num_separator	0.4280588627									
jonasn	SNARC	dot	DC	up	35	num_separator	0.7352898121									
jonasn	SNARC	dot	DC	up	15	num_separator	0.360752821									
jonasn	SNARC	dot	DC	down	35	lctrl	0.3501420021									
jonasn	SNARC	dot	DC	up	15	num_separator	0.596750021									
jonasn	SNARC	dot	DC	up	35	num_separator	0.4676270485									
jonasn	SNARC	dot	DC	up	40	num_separator	0.5831391811									
jonasn	SNARC	dot	DC	up	35	num_separator	0.427090168									
jonasn	SNARC	dot	DC	up	30	num_separator	0.3862571716									
jonasn	SNARC	dot	DC	up	15	num_separator	0.3517057896									
jonasn	SNARC	dot	DC	up	15	num_separator	0.3267309666									
jonasn	SNARC	dot	DC	down	15	lctrl	0.3639831543									
jonasn	SNARC	dot	DC	down	20	lctrl	0.3873078823									
jonasn	SNARC	dot	DC	down	30	lctrl	0.3384299278									
jonasn	SNARC	dot	DC	down	40	lctrl	0.351279974									
jonasn	SNARC	dot	DC	down	20	lctrl	0.3533082008									
jonasn	SNARC	dot	DC	up	5	num_separator	0.3282911778									
jonasn	SNARC	dot	DC	down	25	lctrl	0.7681541443									
jonasn	SNARC	dot	DC	up	20	num_separator	0.6280930042									
jonasn	SNARC	dot	DC	down	15	lctrl	0.4763360024									
jonasn	SNARC	dot	DC	down	30	lctrl	0.3874850273									
jonasn	SNARC	dot	DC	down	10	lctrl	0.465610981									
jonasn	SNARC	dot	DC	down	15	lctrl	0.4002840519									
jonasn	SNARC	dot	DC	down	20	lctrl	0.4314870834									
jonasn	SNARC	dot	DC	up	35	num_separator	0.4284451008									
jonasn	SNARC	dot	DC	up	25	num_separator	0.4649989605									
jonasn	SNARC	dot	DC	down	45	lctrl	0.3761630058									
jonasn	SNARC	dot	DC	down	45	lctrl	0.4083061218									
jonasn	SNARC	dot	DC	down	15	lctrl	0.401911974									
jonasn	SNARC	dot	DC	down	40	lctrl	0.4601809978									
jonasn	SNARC	dot	DC	down	20	lctrl	0.4335200787									
jonasn	SNARC	dot	DC	down	15	lctrl	0.3153591156									
jonasn	SNARC	dot	DC	up	5	num_separator	0.402944088									
jonasn	SNARC	dot	DC	up	25	num_separator	0.3847391605									
jonasn	SNARC	dot	DC	up	5	num_separator	0.5564901829									
jonasn	SNARC	dot	DC	down	5	lctrl	0.3693468571									
jonasn	SNARC	dot	DC	down	35	lctrl	0.4637231827									
jonasn	SNARC	dot	DC	down	25	lctrl	0.3102989197									
jonasn	SNARC	dot	DC	up	10	num_separator	0.3979430199									
jonasn	SNARC	dot	DC	up	15	num_separator	0.3645210266									
jonasn	SNARC	dot	DC	down	45	lctrl	0.5632297993									
jonasn	SNARC	dot	DC	down	10	lctrl	0.2878749371									
jonasn	SNARC	dot	DC	up	40	num_separator	0.3863749504									
jonasn	SNARC	dot	DC	down	15	lctrl	0.392580986									
jonasn	SNARC	dot	DC	up	10	num_separator	0.4752640724									
jonasn	SNARC	dot	DC	up	10	num_separator	0.3595840931									
jonasn	SNARC	dot	DC	down	10	lctrl	0.3615000248									
jonasn	SNARC	dot	DC	up	5	lctrl	0.3247618675									
jonasn	SNARC	dot	DC	up	10	num_separator	0.4779779911									
jonasn	SNARC	dot	DC	up	10	num_separator	0.3622639179									
jonasn	SNARC	dot	DC	down	5	lctrl	0.557541132									
jonasn	SNARC	dot	DC	up	40	num_separator	0.5014140606									
jonasn	SNARC	dot	DC	down	30	lctrl	0.4286060333									
jonasn	SNARC	dot	DC	up	20	num_separator	0.4365389347									
jonasn	SNARC	dot	DC	up	20	num_separator	0.3946948051									
jonasn	SNARC	dot	DC	up	40	num_separator	0.3884949684									
jonasn	SNARC	dot	DC	down	30	lctrl	0.4213998318									
jonasn	SNARC	dot	DC	down	20	lctrl	0.4796700478									
jonasn	SNARC	dot	DC	down	10	lctrl	0.4420151711									
jonasn	SNARC	dot	DC	down	25	lctrl	0.4658181667									
jonasn	SNARC	dot	DC	down	45	lctrl	0.3769469261									
jonasn	SNARC	dot	DC	down	20	lctrl	0.5092391968									
jonasn	SNARC	dot	DC	up	40	num_separator	0.4623858929									
jonasn	SNARC	dot	DC	down	45	lctrl	0.4904370308									
jonasn	SNARC	dot	DC	down	10	lctrl	0.3970749378									
jonasn	SNARC	dot	DC	down	15	lctrl	0.4410860538									
jonasn	SNARC	dot	DC	down	5	lctrl	1.0179319382									
jonasn	SNARC	dot	DC	up	5	num_separator	0.592979908									
jonasn	SNARC	dot	DC	up	25	num_separator	0.5412271023									
jonasn	SNARC	dot	DC	down	40	lctrl	0.5357198715									
jonasn	SNARC	dot	DC	up	5	num_separator	0.7486441135									
jonasn	SNARC	dot	DC	down	25	lctrl	0.4666059017									
jonasn	SNARC	dot	DC	up	20	num_separator	0.5551400185									
jonasn	SNARC	dot	DC	up	10	num_separator	0.6672730446									
jonasn	SNARC	dot	DC	down	5	lctrl	0.4406690598									
jonasn	SNARC	dot	DC	up	15	num_separator	0.4761929512									
jonasn	SNARC	dot	DC	down	10	lctrl	0.3218400478									
jonasn	SNARC	dot	DC	up	5	num_separator	0.4473609924									
jonasn	SNARC	dot	DC	up	20	num_separator	0.5485200882									
jonasn	SNARC	dot	DC	up	15	num_separator	0.4404299259									
jonasn	SNARC	dot	DC	down	15	lctrl	0.4761490822									
jonasn	SNARC	dot	DC	up	30	num_separator	0.6192109585									
jonasn	SNARC	dot	DC	down	15	lctrl	0.6330099106									
jonasn	SNARC	dot	DC	up	5	num_separator	0.40305686									
jonasn	SNARC	dot	DC	down	20	lctrl	0.3570458889									
jonasn	SNARC	dot	DC	up	30	num_separator	0.4640958309									
jonasn	SNARC	dot	DC	up	40	num_separator	0.4635698795									
jonasn	SNARC	dot	DC	down	35	lctrl	0.4647519588									
jonasn	SNARC	dot	DC	up	20	num_separator	0.6692709923									
jonasn	SNARC	dot	DC	up	25	num_separator	0.5615329742									
jonasn	SNARC	dot	DC	down	30	lctrl	0.58365798									
jonasn	SNARC	dot	DC	down	15	num_separator	0.4007339478									
jonasn	SNARC	dot	DC	down	10	lctrl	0.6650691032									
jonasn	SNARC	dot	DC	down	15	lctrl	0.3610880375									
jonasn	SNARC	dot	DC	down	15	lctrl	0.6722798347									
jonasn	SNARC	dot	DC	down	45	lctrl	0.4102890491									
jonasn	'line'		'participant':	'zsofi'		'dateStr':	'05_09_1304'									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.9031469822									
jonasn	SNARC	arabic	DC	down	1	lctrl	1.4475569725									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.5100848675									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.4362831116									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.4587650299									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.5094709396									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.474572897									
jonasn	SNARC	arabic	DC	down	2	lctrl	0.5521929264									
jonasn	SNARC	arabic	DC	down	1	lctrl	0.3927390575									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.5140957832									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.5178160667									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.5482959747									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.4393382072									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.47479105									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.4750609398									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.4753808975									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.5142931938									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.4360179901									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.4329481125									
jonasn	SNARC	arabic	DC	down	1	lctrl	0.4028351307									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.5510978699									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.5193450451									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.433921814									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.442579031									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.5940928459									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.5153810978									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.5189759731									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.3562738895									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.3968689442									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.4020149708									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.3569250107									
jonasn	SNARC	arabic	DC	up	7	lctrl	0.3201680183									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.6667699814									
jonasn	SNARC	arabic	DC	down	2	lctrl	1.4456298351									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.4808769226									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.4039490223									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.3974142075									
jonasn	SNARC	arabic	DC	down	1	lctrl	0.4413378239									
jonasn	SNARC	arabic	DC	up	1	lctrl	0.3608410358									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.4788548946									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.4017341137									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.4339649677									
jonasn	SNARC	arabic	DC	down	1	lctrl	0.4426600933									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.4394850731									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.475178957									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.7846150398									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.5175690651									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.5094380379									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.4743728638									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.7067050934									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.471706152									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.4333119392									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.7512891293									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.5197381973									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.5888409615									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.4328560829									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.4029080868									
jonasn	SNARC	arabic	DC	down	1	lctrl	0.5898089409									
jonasn	SNARC	arabic	DC	down	2	lctrl	0.9363589287									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.4391720295									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.35871315									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.5152380466									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.4029099941									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.4351780415									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.3547410965									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.3179931641									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.3552639484									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.4986870289									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.3208041191									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.4353320599									
jonasn	SNARC	arabic	DC	down	2	num_separator	0.3935492039									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.3602919579									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.400785923									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.4329771996									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.5962541103									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.6722769737									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.4338560104									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.5971500874									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.4411399364									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.3606901169									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.5173790455									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.3931348324									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.3984570503									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.5019888878									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.4400880337									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.4370779991									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.3953430653									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.4393179417									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.3202569485									
jonasn	SNARC	arabic	DC	down	2	lctrl	0.3961520195									
jonasn	SNARC	arabic	DC	down	1	lctrl	0.4400000572									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.4754869938									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.3984789848									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.4037709236									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.3972909451									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.5185580254									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.7038221359									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.3645911217									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.548153162									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.5550961494									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.9756550789									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.508754015									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.3964400291									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.4403729439									
jonasn	SNARC	arabic	DC	down	8	num_separator	0.35998106									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.4393219948									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.7456130981									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.9007508755									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.3613951206									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.5566630363									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.3972499371									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.5185320377									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.5103981495									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.5140328407									
jonasn	SNARC	arabic	DC	up	7	lctrl	0.3243470192									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.4776420593									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.4006249905									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.4714457989									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.4331378937									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.4371809959									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.5887830257									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.4969620705									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.5511329174									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.4421830177									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.3617050648									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.3251187801									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.5169708729									
jonasn	SNARC	arabic	DC	down	2	lctrl	0.4315099716									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.5948421955									
jonasn	SNARC	arabic	DC	down	2	lctrl	0.4388041496									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.4743528366									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.4359629154									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.4971630573									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.512650013									
jonasn	SNARC	arabic	DC	down	2	lctrl	0.5550189018									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.588809967									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.4714608192									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.3945140839									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.4771568775									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.516119957									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.4038040638									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.3843169212									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.5560438633									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.5513470173									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.4035749435									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.5133829117									
jonasn	SNARC	arabic	DC	down	2	lctrl	0.4348640442									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.4317698479									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.4660229683									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.516780138									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.3542280197									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.433327198									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.3647680283									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.4321329594									
jonasn	SNARC	arabic	DC	down	2	lctrl	0.4407629967									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.4376971722									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.5119581223									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.4382820129									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.5125520229									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.3616101742									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.5955228806									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.5554890633									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.3573460579									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.3592298031									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.3612029552									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.4017279148									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.3566319942									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.513201952									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.4348831177									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.5818040371									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.3989880085									
jonasn	SNARC	arabic	DC	up	2	num_separator	1.0110561848									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.4315469265									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.4402430058									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.3984689713									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.4810988903									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.476804018									
jonasn	SNARC	arabic	DC	down	2	lctrl	0.4383561611									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.3965768814									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.4019808769									
jonasn	SNARC	arabic	DC	down	7	num_separator	0.3567841053									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.3587818146									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.3606939316									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.4012730122									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.3561348915									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.435448885									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.9349839687									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.7038660049									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.4806439877									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.558120966									
jonasn	SNARC	arabic	DC	down	7	lctrl	0.514690876									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.3636958599									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.3538291454									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.4717280865									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.4719851017									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.5109369755									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.540104866									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.392583847									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.5137970448									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.4014549255									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.5109899044									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.3986260891									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.3265049458									
jonasn	SNARC	arabic	DC	up	6	num_separator	0.3638131619									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.3926029205									
jonasn	SNARC	arabic	DC	up	7	num_separator	0.3978459835									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.3646118641									
jonasn	SNARC	arabic	DC	down	5	lctrl	0.4320380688									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.4793040752									
jonasn	SNARC	arabic	DC	up	5	num_separator	0.4408860207									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.4377558231									
jonasn	SNARC	arabic	DC	down	9	lctrl	0.3960461617									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.4399180412									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.4367749691									
jonasn	SNARC	arabic	DC	up	4	num_separator	0.4336919785									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.326406002									
jonasn	SNARC	arabic	DC	down	6	lctrl	0.3635399342									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.4041078091									
jonasn	SNARC	arabic	DC	up	3	num_separator	0.3589789867									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.3222870827									
jonasn	SNARC	arabic	DC	up	1	num_separator	0.4754440784									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.4757061005									
jonasn	SNARC	arabic	DC	down	1	lctrl	0.4760279655									
jonasn	SNARC	arabic	DC	down	4	lctrl	0.8243360519									
jonasn	SNARC	arabic	DC	up	8	num_separator	0.4329760075									
jonasn	SNARC	arabic	DC	up	9	num_separator	0.3256280422									
jonasn	SNARC	arabic	DC	down	2	lctrl	0.5515420437									
jonasn	SNARC	arabic	DC	up	2	num_separator	0.3265709877									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.4797430038									
jonasn	SNARC	arabic	DC	down	8	lctrl	0.5186300278									
jonasn	SNARC	arabic	DC	down	3	lctrl	0.5105168819									
