{'participant':	u'jonasn'		'response_buttons':	u'CD'		'range_in_instr':	True		'dateStr':	u'05_09_1331'		'autopilot':	False		'exp_id':	u'SNARC'}
jonasn	SNARC	dot	CD	up	25	lctrl	0.4244058132									
jonasn	SNARC	dot	CD	up	45	lctrl	0.3321800232									
jonasn	SNARC	dot	CD	down	30	num_separator	0.3845579624									
jonasn	SNARC	dot	CD	down	40	num_separator	0.3889598846									
jonasn	SNARC	dot	CD	down	45	num_separator	0.371530056									
jonasn	SNARC	dot	CD	down	25	num_separator	0.4273731709									
jonasn	SNARC	dot	CD	down	45	num_separator	0.373734951									
jonasn	SNARC	dot	CD	up	25	lctrl	0.390843153									
jonasn	SNARC	dot	CD	up	25	lctrl	0.3796629906									
jonasn	SNARC	dot	CD	up	5	lctrl	0.3690171242									
jonasn	SNARC	dot	CD	up	40	lctrl	0.3426830769									
jonasn	SNARC	dot	CD	down	15	num_separator	0.4601719379									
jonasn	SNARC	dot	CD	up	45	lctrl	0.4872801304									
jonasn	SNARC	dot	CD	up	45	lctrl	0.4135611057									
jonasn	SNARC	dot	CD	up	20	lctrl	0.3171989918									
jonasn	SNARC	dot	CD	down	25	num_separator	0.4206302166									
jonasn	SNARC	dot	CD	down	40	num_separator	0.3511359692									
jonasn	SNARC	dot	CD	up	40	lctrl	0.3799440861									
jonasn	SNARC	dot	CD	up	5	lctrl	0.3315219879									
jonasn	SNARC	dot	CD	up	10	lctrl	0.3190610409									
jonasn	SNARC	dot	CD	up	15	lctrl	0.3948531151									
jonasn	SNARC	dot	CD	up	35	lctrl	0.3487849236									
jonasn	SNARC	dot	CD	up	20	lctrl	0.5946319103									
jonasn	SNARC	dot	CD	up	35	lctrl	0.3105938435									
jonasn	SNARC	dot	CD	up	20	lctrl	0.3595221043									
jonasn	SNARC	dot	CD	down	5	num_separator	0.3963739872									
jonasn	SNARC	dot	CD	up	35	lctrl	0.5046589375									
jonasn	SNARC	dot	CD	up	25	lctrl	0.4203169346									
jonasn	SNARC	dot	CD	up	40	lctrl	0.3507211208									
jonasn	SNARC	dot	CD	down	25	num_separator	0.4649801254									
jonasn	SNARC	dot	CD	up	5	lctrl	0.8250150681									
jonasn	SNARC	dot	CD	up	10	lctrl	0.3563051224									
jonasn	SNARC	dot	CD	up	15	lctrl	0.4356160164									
jonasn	SNARC	dot	CD	up	40	lctrl	0.3037419319									
jonasn	SNARC	dot	CD	down	15	num_separator	0.4295680523									
jonasn	SNARC	dot	CD	down	10	num_separator	0.3995368481									
jonasn	SNARC	dot	CD	down	5	num_separator	0.3266499043									
jonasn	SNARC	dot	CD	down	30	num_separator	0.3143110275									
jonasn	SNARC	dot	CD	up	5	lctrl	0.3246638775									
jonasn	SNARC	dot	CD	up	45	lctrl	0.2609400749									
jonasn	SNARC	dot	CD	down	10	num_separator	0.395622015									
jonasn	SNARC	dot	CD	up	10	lctrl	0.3189969063									
jonasn	SNARC	dot	CD	up	20	lctrl	0.3554158211									
jonasn	SNARC	dot	CD	down	40	num_separator	0.3840868473									
jonasn	SNARC	dot	CD	up	15	lctrl	0.5180130005									
jonasn	SNARC	dot	CD	up	35	lctrl	0.3434240818									
jonasn	SNARC	dot	CD	up	25	lctrl	0.3839521408									
jonasn	SNARC	dot	CD	up	35	lctrl	0.3449878693									
jonasn	SNARC	dot	CD	down	45	num_separator	0.4133191109									
jonasn	SNARC	dot	CD	down	35	num_separator	0.3833520412									
jonasn	SNARC	dot	CD	up	45	lctrl	0.4154760838									
jonasn	SNARC	dot	CD	down	45	num_separator	0.3350548744									
jonasn	SNARC	dot	CD	up	10	lctrl	0.476583004									
jonasn	SNARC	dot	CD	up	15	lctrl	0.3561599255									
jonasn	SNARC	dot	CD	down	20	num_separator	0.3958830833									
jonasn	SNARC	dot	CD	up	25	lctrl	0.3516829014									
jonasn	SNARC	dot	CD	down	45	num_separator	0.8443989754									
jonasn	SNARC	dot	CD	down	30	num_separator	0.506827116									
jonasn	SNARC	dot	CD	up	40	lctrl	0.4205451012									
jonasn	SNARC	dot	CD	up	15	lctrl	0.3259122372									
jonasn	SNARC	dot	CD	down	45	num_separator	0.3780710697									
jonasn	SNARC	dot	CD	down	20	num_separator	0.3169760704									
jonasn	SNARC	dot	CD	up	15	lctrl	0.3164570332									
jonasn	SNARC	dot	CD	up	10	lctrl	0.4380249977									
jonasn	SNARC	dot	CD	up	30	lctrl	0.345785141									
jonasn	SNARC	dot	CD	up	20	lctrl	0.3971259594									
jonasn	SNARC	dot	CD	down	35	num_separator	0.4293220043									
jonasn	SNARC	dot	CD	down	5	num_separator	0.6322360039									
jonasn	SNARC	dot	CD	up	20	lctrl	0.323996067									
jonasn	SNARC	dot	CD	down	5	num_separator	0.3621051311									
jonasn	SNARC	dot	CD	down	20	num_separator	0.5565450192									
jonasn	SNARC	dot	CD	up	5	num_separator	0.4475800991									
jonasn	SNARC	dot	CD	up	20	lctrl	0.4327058792									
jonasn	SNARC	dot	CD	down	35	num_separator	0.4681100845									
jonasn	SNARC	dot	CD	down	40	num_separator	0.4684510231									
jonasn	SNARC	dot	CD	down	45	num_separator	0.5737540722									
jonasn	SNARC	dot	CD	up	10	lctrl	0.4412469864									
jonasn	SNARC	dot	CD	up	40	lctrl	0.4255430698									
jonasn	SNARC	dot	CD	up	10	lctrl	0.3576579094									
jonasn	SNARC	dot	CD	up	30	lctrl	0.4637329578									
jonasn	SNARC	dot	CD	down	15	num_separator	0.553096056									
jonasn	SNARC	dot	CD	down	15	num_separator	0.4323670864									
jonasn	SNARC	dot	CD	up	40	lctrl	0.5829789639									
jonasn	SNARC	dot	CD	down	30	num_separator	0.9304471016									
jonasn	SNARC	dot	CD	down	10	num_separator	0.6265890598									
jonasn	SNARC	dot	CD	up	45	lctrl	0.6050078869									
jonasn	SNARC	dot	CD	down	30	num_separator	0.4641060829									
jonasn	SNARC	dot	CD	up	45	lctrl	0.4525849819									
jonasn	SNARC	dot	CD	down	10	num_separator	0.3604109287									
jonasn	SNARC	dot	CD	up	30	lctrl	0.4665920734									
jonasn	SNARC	dot	CD	down	40	num_separator	0.4272248745									
jonasn	SNARC	dot	CD	down	35	num_separator	0.6570560932									
jonasn	SNARC	dot	CD	down	20	num_separator	0.4413249493									
jonasn	SNARC	dot	CD	up	45	lctrl	0.4927861691									
jonasn	SNARC	dot	CD	down	25	lctrl	0.3922011852									
jonasn	SNARC	dot	CD	up	10	lctrl	0.2815339565									
jonasn	SNARC	dot	CD	down	40	num_separator	0.4186861515									
jonasn	SNARC	dot	CD	down	30	num_separator	0.7761359215									
jonasn	SNARC	dot	CD	up	15	lctrl	0.5432140827									
jonasn	SNARC	dot	CD	up	40	lctrl	0.3056061268									
jonasn	SNARC	dot	CD	up	40	lctrl	0.4201610088									
jonasn	SNARC	dot	CD	down	10	num_separator	0.4026720524									
jonasn	SNARC	dot	CD	up	20	lctrl	0.6660568714									
jonasn	SNARC	dot	CD	down	35	num_separator	0.4284000397									
jonasn	SNARC	dot	CD	up	30	lctrl	0.4253559113									
jonasn	SNARC	dot	CD	down	30	num_separator	0.4608418942									
jonasn	SNARC	dot	CD	up	5	lctrl	0.3679599762									
jonasn	SNARC	dot	CD	down	20	num_separator	0.4739320278									
jonasn	SNARC	dot	CD	up	45	lctrl	0.5674459934									
jonasn	SNARC	dot	CD	down	25	num_separator	0.5005550385									
jonasn	SNARC	dot	CD	down	30	num_separator	0.5814430714									
jonasn	SNARC	dot	CD	up	10	lctrl	0.5531299114									
jonasn	SNARC	dot	CD	up	40	lctrl	0.6471850872									
jonasn	'line'		'participant':	'zsofi'		'dateStr':	'05_09_1321'									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.7283251286									
jonasn	SNARC	arabic	CD	up	6	lctrl	0.5084650517									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.5508089066									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.4417591095									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.4387178421									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.5129630566									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.5165610313									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.4310810566									
jonasn	SNARC	arabic	CD	up	6	lctrl	0.4784369469									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.5173480511									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.4575119019									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.4038920403									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.397521019									
jonasn	SNARC	arabic	CD	up	5	lctrl	0.4029080868									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.4736349583									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.3965370655									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.4405090809									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.360104084									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.3620769978									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.3638920784									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.3926398754									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.4234979153									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.3804118633									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.397372961									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.3639760017									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.4313941002									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.362664938									
jonasn	SNARC	arabic	CD	up	6	lctrl	0.4419651031									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.4387729168									
jonasn	SNARC	arabic	CD	up	4	lctrl	0.3969318867									
jonasn	SNARC	arabic	CD	up	5	lctrl	0.4408152103									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.3990199566									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.3537929058									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.3124480248									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.4001290798									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.6511459351									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.6682019234									
jonasn	SNARC	arabic	CD	up	4	lctrl	0.4416019917									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.8495190144									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.4943201542									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.4323310852									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.634196043									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.5471920967									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.3994300365									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.4317238331									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.3629069328									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.4035971165									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.3971018791									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.4023752213									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.4987859726									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.5141911507									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.4791090488									
jonasn	SNARC	arabic	CD	up	6	lctrl	0.6339621544									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.4812579155									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.5470061302									
jonasn	SNARC	arabic	CD	up	2	lctrl	0.3992950916									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.3541560173									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.3560240269									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.5125699043									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.5161950588									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.5584518909									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.3990571499									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.5859489441									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.4415450096									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.399682045									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.4705371857									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.4321610928									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.4021179676									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.3569359779									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.3974978924									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.4027488232									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.3576099873									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.3593797684									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.3612570763									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.440515995									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.4374330044									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.3569638729									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.3975160122									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.3640720844									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.354213953									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.3175599575									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.3932938576									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.3599481583									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.3618381023									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.4024460316									
jonasn	SNARC	arabic	CD	up	4	lctrl	0.3572309017									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.4364919662									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.3947741985									
jonasn	SNARC	arabic	CD	up	5	lctrl	0.4387249947									
jonasn	SNARC	arabic	CD	up	5	lctrl	0.3969919682									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.4021530151									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.3956880569									
jonasn	SNARC	arabic	CD	up	6	lctrl	0.3576760292									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.4369249344									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.3951580524									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.3230190277									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.3988549709									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.3536150455									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.4328660965									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.4414160252									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.3997189999									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.4705369473									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.6254229546									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.3567361832									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.3586390018									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.4766738415									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.4382090569									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.3964779377									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.4403140545									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.3986079693									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.4426448345									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.4007651806									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.4329788685									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.5189340115									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.3948500156									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.3614711761									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.4793691635									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.4750030041									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.3592369556									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.6704940796									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.5867030621									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.5196490288									
jonasn	SNARC	arabic	CD	up	4	lctrl	0.3955438137									
jonasn	SNARC	arabic	CD	up	4	lctrl	0.4007668495									
jonasn	SNARC	arabic	CD	up	3	num_separator	0.5102469921									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.4752988815									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.4368472099									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.381953001									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.4376959801									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.4345169067									
jonasn	SNARC	arabic	CD	up	4	lctrl	0.4314250946									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.4787018299									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.4403419495									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.3985629082									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.481251955									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.3150269985									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.6732678413									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.434787035									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.4315710068									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.4016571045									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.3565239906									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.3970861435									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.4410250187									
jonasn	SNARC	arabic	CD	up	4	lctrl	0.3993580341									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.5087230206									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.5123000145									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.3612749577									
jonasn	SNARC	arabic	CD	up	4	lctrl	0.4018309116									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.4726560116									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.4342470169									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.3538119793									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.3897199631									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.4336941242									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.364967823									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.4323940277									
jonasn	SNARC	arabic	CD	up	6	lctrl	0.6343700886									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.5085470676									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.5508592129									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.3258759975									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.3243589401									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.4776110649									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.4392559528									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.4360890388									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.5102860928									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.4365179539									
jonasn	SNARC	arabic	CD	up	5	lctrl	0.433423996									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.558052063									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.5146729946									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.3636329174									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.4696760178									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.4700260162									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.547451973									
jonasn	SNARC	arabic	CD	up	4	lctrl	0.7090649605									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.3580441475									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.4759809971									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.437609911									
jonasn	SNARC	arabic	CD	up	2	lctrl	0.4345121384									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.5041041374									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.5194430351									
jonasn	SNARC	arabic	CD	up	5	lctrl	0.5114440918									
jonasn	SNARC	arabic	CD	up	2	lctrl	0.6308989525									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.3622329235									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.4027569294									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.3575670719									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.4367830753									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.4337148666									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.4035961628									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.3971679211									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.4411859512									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.4379301071									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.3443908691									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.3194448948									
jonasn	SNARC	arabic	CD	up	6	lctrl	0.356621027									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.3971531391									
jonasn	SNARC	arabic	CD	up	2	lctrl	0.3637630939									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.4311769009									
jonasn	SNARC	arabic	CD	up	5	lctrl	0.3625259399									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.4031031132									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.4738328457									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.3967871666									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.5180981159									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.5052740574									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.3882830143									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.4708051682									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.3937621117									
jonasn	SNARC	arabic	CD	up	2	lctrl	0.4763770103									
jonasn	SNARC	arabic	CD	up	2	lctrl	0.3605959415									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.4652988911									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.4340469837									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.4039440155									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.6634318829									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.3981089592									
jonasn	SNARC	arabic	CD	up	5	lctrl	0.4809629917									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.3648779392									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.3936731815									
jonasn	SNARC	arabic	CD	up	6	lctrl	0.4375779629									
jonasn	SNARC	arabic	CD	up	4	lctrl	0.4343779087									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.431251049									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.4012031555									
jonasn	SNARC	arabic	CD	up	4	lctrl	0.4720568657									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.4336678982									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.4423029423									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.3618302345									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.3637580872									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.3926649094									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.3847391605									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.5177059174									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.4322929382									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.3635089397									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.4040830135									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.397562027									
jonasn	SNARC	arabic	CD	up	6	lctrl	0.5188260078									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.3946409225									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.5158801079									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.3647148609									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.3551161289									
jonasn	SNARC	arabic	CD	up	2	lctrl	0.4727671146									
jonasn	SNARC	arabic	CD	up	2	lctrl	0.3569638729									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.3974568844									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.3639409542									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.3881449699									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.3933792114									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.4242880344									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.3944089413									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.3995239735									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.3930280209									
jonasn	SNARC	arabic	CD	up	5	lctrl	0.4369609356									
jonasn	SNARC	arabic	CD	up	5	lctrl	0.3564579487									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.4356200695									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.3938519955									
jonasn	SNARC	arabic	CD	up	9	lctrl	0.3604171276									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.5170722008									
jonasn	SNARC	arabic	CD	up	5	lctrl	0.4314711094									
jonasn	SNARC	arabic	CD	up	5	lctrl	0.3968400955									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.4794361591									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.4023518562									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.3959269524									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.4011881351									
jonasn	SNARC	arabic	CD	up	4	lctrl	0.3901400566									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.3953230381									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.4780359268									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.632917881									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.4029009342									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.357738018									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.4756691456									
jonasn	SNARC	arabic	CD	up	3	lctrl	0.4372160435									
jonasn	SNARC	arabic	CD	down	6	num_separator	0.4340538979									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.4427340031									
jonasn	SNARC	arabic	CD	up	5	lctrl	0.3104798794									
jonasn	SNARC	arabic	CD	down	4	num_separator	0.5141680241									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.4403569698									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.3985278606									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.4811558723									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.3653788567									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.4328598976									
jonasn	SNARC	arabic	CD	up	2	lctrl	0.4414491653									
jonasn	SNARC	arabic	CD	up	2	lctrl	0.5542237759									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.5107800961									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.4627020359									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.8612561226									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.5073850155									
jonasn	SNARC	arabic	CD	down	8	num_separator	0.5883171558									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.3549280167									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.3908629417									
jonasn	SNARC	arabic	CD	down	3	num_separator	0.3960690498									
jonasn	SNARC	arabic	CD	up	7	lctrl	0.36272192									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.3645448685									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.3934531212									
jonasn	SNARC	arabic	CD	down	2	num_separator	0.3986029625									
jonasn	SNARC	arabic	CD	up	8	lctrl	0.365254879									
jonasn	SNARC	arabic	CD	down	9	num_separator	0.3940081596									
jonasn	SNARC	arabic	CD	up	8	num_separator	0.4765789509									
jonasn	SNARC	arabic	CD	up	4	lctrl	0.5155599117									
jonasn	SNARC	arabic	CD	up	1	lctrl	0.441740036									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.4775290489									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.438901186									
jonasn	SNARC	arabic	CD	down	7	num_separator	0.4358708858									
jonasn	SNARC	arabic	CD	down	5	num_separator	0.4326059818									
jonasn	SNARC	arabic	CD	down	1	num_separator	0.4413070679									
